,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Nyvej 22,4220",895.000 kr.,Broskolen,616 m,6.1,3.7,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 28 dage,83 m²,Ejerudg.: 1.337 kr/md,,3 værelser,Opført 1958,1 toilet,,,4220,https://www.boligsiden.dk/addresses/0a3f50ad-e7ae-32b8-e044-0003ba298018,Grund: 374 m²,
"Haverbækvej 1,6520",1.195.000 kr.,Høllevang,"1,99 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 317 dage,277 m²,Ejerudg.: 2.109 kr/md,,4 værelser,Opført 1857,1 toilet,,,6520,https://www.boligsiden.dk/addresses/0a3f50b7-2e93-32b8-e044-0003ba298018,Grund: 19321 m²,
"Søparken 155,5260",2.495.000 kr.,Dalumskolen,849 m,7.2,3.8,Villa,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 194 dage,157 m²,Ejerudg.: 2.060 kr/md,,5 værelser,Opført 1971,1 toilet,,,5260,https://www.boligsiden.dk/addresses/0a3f50b4-d45e-32b8-e044-0003ba298018,Grund: 703 m²,
"Søndre Strandvej 62A,3000",13.000.000 kr.,Skolen ved Rønnebær Allé,"1,02 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 306 dage,221 m²,Ejerudg.: 6.775 kr/md,,8 værelser,Opført 1917,2 toiletter,,,3000,https://www.boligsiden.dk/addresses/0a3f50a9-8a67-32b8-e044-0003ba298018,Grund: 1078 m²,
"Lindskovvej 6,7000",4.795.000 kr.,Englystskolen,"2,83 km",7.5,3.8,Villa/Landejendom,Energimærke A2020,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 28 dage,241 m²,Ejerudg.: 2.254 kr/md,,6 værelser,Opført 1895,2 toiletter,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-5a9a-32b8-e044-0003ba298018,Grund: 11894 m²,
"Hedevænget 1, st. tv.,4000",1.995.000 kr.,Hedegårdenes Skole,497 m,7.3,3.7,Ejerlejlighed,Energimærke D,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 28 dage,78 m²,Ejerudg.: 3.495 kr/md,Elevator: Nej,3 værelser,Opført 1961,1 toilet,Altan: Nej,Terrasse: Nej,4000,https://www.boligsiden.dk/addresses/0a3f50ab-e591-32b8-e044-0003ba298018,,
"Skolevej 8,6780",850.000 kr.,Skærbæk Distriktsskole,"4,82 km",6,3.6,Villa/Fritidsbolig,Energimærke F,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 28 dage,115 m²,Ejerudg.: 992 kr/md,,5 værelser,Opført 1910,1 toilet,,,6780,https://www.boligsiden.dk/addresses/0a3f50b7-74c0-32b8-e044-0003ba298018,Grund: 983 m²,
"Silkeborgvej 227,8230",4.995.000 kr.,Åby Skole,652 m,7,3.7,Rækkehus,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,150 m²,Ejerudg.: 3.975 kr/md,,6 værelser,Opført 1903,2 toiletter,,,8230,https://www.boligsiden.dk/addresses/0a3f50c4-163d-32b8-e044-0003ba298018,Grund: 567 m²,
"Munkerup Have 70,3120",2.500.000 kr.,"Gilbjergskolen, Gilleleje","3,87 km",6.8,3.7,Villa,Energimærke G,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 204 dage,126 m²,Ejerudg.: 3.395 kr/md,,4 værelser,Opført 1880,2 toiletter,,,3120,https://www.boligsiden.dk/addresses/0a3f50a8-cbf9-32b8-e044-0003ba298018,Grund: 745 m²,
"Petersmindevej 60,4684",1.550.000 kr.,"Holmegaardskolen, afd. Fensmark","3,37 km",6.8,3.6,Villa,Energimærke E,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 28 dage,124 m²,Ejerudg.: 1.737 kr/md,,4 værelser,Opført 1979,1 toilet,,,4684,https://www.boligsiden.dk/addresses/0a3f50af-a736-32b8-e044-0003ba298018,Grund: 656 m²,
"Blidahpark 25, st. 1.,2900",3.495.000 kr.,Maglegårdsskolen,577 m,8.1,3.9,Ejerlejlighed,Energimærke E,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 28 dage,50 m²,Ejerudg.: 3.408 kr/md,Elevator: Nej,2 værelser,Opført 1933,1 toilet,Altan: Ja,Terrasse: Nej,2900,https://www.boligsiden.dk/addresses/0a3f50a3-a160-32b8-e044-0003ba298018,,
"Høegh-Guldbergs Gade 139, st. tv.,8000",2.798.000 kr.,Samsøgades Skole,272 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,64 m²,Ejerudg.: 2.813 kr/md,Elevator: Nej,2 værelser,Opført 1938,1 toilet,Altan: Ja,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c3-342b-32b8-e044-0003ba298018,,
"Ørnevej 14,9900",1.495.000 kr.,Nordstjerneskolen,942 m,Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 323 dage,114 m²,Ejerudg.: 1.546 kr/md,,4 værelser,Opført 1910,1 toilet,,,9900,https://www.boligsiden.dk/addresses/0a3f50c7-990e-32b8-e044-0003ba298018,Grund: 853 m²,
"Holbækvej 148,4100",2.995.000 kr.,Byskovskolen,"4,36 km",6.8,3.6,Villa,Energimærke D,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 626 dage,140 m²,Ejerudg.: 2.887 kr/md,,1 værelser,Opført 1957,1 toilet,,,4100,https://www.boligsiden.dk/addresses/0a3f50ae-3636-32b8-e044-0003ba298018,Grund: 1785 m²,
"Funder Skovvej 1E,8600",2.895.000 kr.,Tollundskolen,975 m,7.4,3.7,Rækkehus,Energimærke A2015,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 182 dage,117 m²,Ejerudg.: 1.991 kr/md,,4 værelser,Opført 2019,2 toiletter,,,8600,https://www.boligsiden.dk/addresses/94d0635d-182c-477a-9260-56ff6c3ac61e,Grund: 218 m²,
"Korntoften 14,7100",4.395.000 kr.,NOVAskolen,"1,51 km",6.8,3.8,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 28 dage,178 m²,Ejerudg.: 3.129 kr/md,,6 værelser,Opført 2005,2 toiletter,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-cec2-32b8-e044-0003ba298018,Grund: 957 m²,
"Rødamsvej 61,5856",675.000 kr.,Tre Ege Skolen,"1,95 km",5.8,3.6,Villa,Energimærke D,Meget høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 28 dage,115 m²,Ejerudg.: 1.538 kr/md,,4 værelser,Opført 1946,1 toilet,,,5856,https://www.boligsiden.dk/addresses/0a3f50b5-583e-32b8-e044-0003ba298018,Grund: 788 m²,
"Engvej 178, 2. th.,2300",2.595.000 kr.,Skolen ved Sundet,904 m,7.6,3.8,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,59 m²,Ejerudg.: 3.204 kr/md,Elevator: Nej,2 værelser,Opført 1963,1 toilet,Altan: Ja,Terrasse: Nej,2300,https://www.boligsiden.dk/addresses/0a3f509d-f896-32b8-e044-0003ba298018,,
"Sandbakken 2,2680",3.995.000 kr.,Munkekærskolen,717 m,7.6,3.7,Villa,Energimærke D,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 28 dage,118 m²,Ejerudg.: 3.595 kr/md,,4 værelser,Opført 1969,2 toiletter,,,2680,https://www.boligsiden.dk/addresses/0a3f50ac-6680-32b8-e044-0003ba298018,Grund: 1028 m²,
"Harres 10,6261",775.000 kr.,Skærbæk Distriktsskole,"10,95 km",6,3.6,Villa/Landejendom,Energimærke F,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 28 dage,129 m²,Ejerudg.: 3.729 kr/md,,7 værelser,Opført 1875,2 toiletter,,,6261,https://www.boligsiden.dk/addresses/0a3f50b6-601b-32b8-e044-0003ba298018,Grund: 2662 m²,
"Nybrovej 32,3760",895.000 kr.,Hans Rømer Skolen,"10,75 km",6.6,3.6,Villa/Fritidsbolig,Energimærke D,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,98 m²,Ejerudg.: 799 kr/md,,7 værelser,Opført 1924,1 toilet,,,3760,https://www.boligsiden.dk/addresses/0a3f50b2-0c4c-32b8-e044-0003ba298018,Grund: 464 m²,
"Viemosevej 127B,2730",2.995.000 kr.,"Herlev byskole, afd.  Eng","1,21 km",6.8,3.7,Rækkehus,Energimærke E,Mellem,"23,7%","24,3‰.","Der er 28.867 indbyggere i Herlev Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 24,3‰.",Til salg i alt: 28 dage,94 m²,Ejerudg.: 2.674 kr/md,,3 værelser,Opført 1953,1 toilet,,,2730,https://www.boligsiden.dk/addresses/0a3f50a5-0a4a-32b8-e044-0003ba298018,Grund: 734 m²,
"Bækkeskovvej 17,2665",5.995.000 kr.,Egholmskolen,534 m,7.2,3.7,Rækkehus,Energimærke C,Mellem,"25,6%","24,38‰.","Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",Til salg i alt: 28 dage,153 m²,Ejerudg.: 5.022 kr/md,,5 værelser,Opført 2025,1 toilet,,,2665,https://www.boligsiden.dk/addresses/0a3f50a7-7ea2-32b8-e044-0003ba298018,Grund: 450 m²,
"Kompagnigade 6,7800",945.000 kr.,Aakjærskolen,903 m,7.1,3.7,Villa,Energimærke C,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 28 dage,135 m²,Ejerudg.: 1.365 kr/md,,4 værelser,Opført 1947,3 toiletter,,,7800,https://www.boligsiden.dk/addresses/0a3f50c5-a3f4-32b8-e044-0003ba298018,Grund: 535 m²,
"Østerbrogade 129, 3. tv.,2100",8.250.000 kr.,Strandvejsskolen,170 m,7.3,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,149 m²,Ejerudg.: 8.001 kr/md,Elevator: Nej,5 værelser,Opført 1929,1 toilet,Altan: Ja,Terrasse: Nej,2100,https://www.boligsiden.dk/addresses/0a3f50a1-e0c1-32b8-e044-0003ba298018,,
"Stormgade 13,3730",835.000 kr.,Paradisbakkeskolen,814 m,7,3.7,Rækkehus,Energimærke C,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,80 m²,Ejerudg.: 1.184 kr/md,,2 værelser,Opført 1852,1 toilet,,,3730,https://www.boligsiden.dk/addresses/0a3f50b2-29ca-32b8-e044-0003ba298018,Grund: 309 m²,
"Gulirisvej 47,6792",1.195.000 kr.,Skærbæk Distriktsskole,"14,91 km",6,3.6,Ejerlejlighed/Fritidsbolig,fejl,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 28 dage,97 m²,Ejerudg.: 4.741 kr/md,Elevator: Nej,4 værelser,Opført 2006,-,Altan: Ja,Terrasse: Nej,6792,https://www.boligsiden.dk/addresses/16d19f5b-eb21-16bd-e044-0003ba298018,,
"Grundtvigsvej 22, 1. mf.,8260",1.348.000 kr.,Viby Skole,333 m,7.3,3.8,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,43 m²,Ejerudg.: 2.257 kr/md,Elevator: Nej,2 værelser,Opført 1963,1 toilet,Altan: Nej,Terrasse: Nej,8260,https://www.boligsiden.dk/addresses/0a3f50c2-f367-32b8-e044-0003ba298018,,
"Vestre Ringgade 202, 3. th.,8000",2.395.000 kr.,Katrinebjergskolen,577 m,6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,85 m²,Ejerudg.: 3.889 kr/md,Elevator: Nej,3 værelser,Opført 1948,1 toilet,Altan: Ja,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c4-ab01-32b8-e044-0003ba298018,,
"Østre Alle 54,4800",2.495.000 kr.,Sophieskolen,"1,15 km",6.4,3.7,Villa,Energimærke E,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 28 dage,204 m²,Ejerudg.: 2.078 kr/md,,5 værelser,Opført 1929,4 toiletter,,,4800,https://www.boligsiden.dk/addresses/0a3f50b0-5592-32b8-e044-0003ba298018,Grund: 563 m²,
"Valmuevej 57,7500",1.995.000 kr.,Rolf Krake Skolen,778 m,7.4,3.8,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 28 dage,137 m²,Ejerudg.: 1.962 kr/md,,6 værelser,Opført 1966,1 toilet,,,7500,https://www.boligsiden.dk/addresses/0a3f50be-3151-32b8-e044-0003ba298018,Grund: 775 m²,
"Glamsbjergvej 20C,2770",4.495.000 kr.,Nordregårdsskolen,465 m,6.8,3.7,Rækkehus,Energimærke A2015,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 28 dage,111 m²,Ejerudg.: 3.948 kr/md,,4 værelser,Opført 2018,2 toiletter,,,2770,https://www.boligsiden.dk/addresses/57ba6e30-3d2b-4c16-959f-fdba068a3695,Grund: 1 m²,
"Vorgodvej 5,6920",645.000 kr.,Videbæk Skole,"5,79 km",6.7,3.7,Villa,Energimærke D,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 28 dage,110 m²,Ejerudg.: 976 kr/md,,4 værelser,Opført 1959,2 toiletter,,,6920,https://www.boligsiden.dk/addresses/0a3f50bf-42ce-32b8-e044-0003ba298018,Grund: 824 m²,
"Søllerød Park 19, 1. 19.,2840",2.598.000 kr.,Ravnholm Skole,"1,69 km",8.2,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 28 dage,88 m²,Ejerudg.: 4.860 kr/md,Elevator: Nej,3 værelser,Opført 1956,1 toilet,Altan: Nej,Terrasse: Nej,2840,https://www.boligsiden.dk/addresses/0a3f50a6-f90b-32b8-e044-0003ba298018,,
"Snerlevej 1, 1. th.,8930",675.000 kr.,Nørrevangsskolen og UNX-Ung Nord10,485 m,5.8,3.7,Ejerlejlighed,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 28 dage,64 m²,Ejerudg.: 2.496 kr/md,Elevator: Nej,3 værelser,Opført 1953,1 toilet,Altan: Nej,Terrasse: Nej,8930,https://www.boligsiden.dk/addresses/0a3f50c1-39ec-32b8-e044-0003ba298018,,
"Skovsvinget 15,3480",5.495.000 kr.,Endrupskolen,"2,49 km",8.4,3.8,Villa,Energimærke E,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 28 dage,187 m²,Ejerudg.: 5.120 kr/md,,6 værelser,Opført 1972,2 toiletter,,,3480,https://www.boligsiden.dk/addresses/0a3f50a8-3dc2-32b8-e044-0003ba298018,Grund: 1046 m²,
"Ydunsvej 3,8850",1.650.000 kr.,Bjerringbro Skole,"1,91 km",7,3.5,Villa,Energimærke C,Mellem,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 28 dage,150 m²,Ejerudg.: 1.545 kr/md,,4 værelser,Opført 1970,2 toiletter,,,8850,https://www.boligsiden.dk/addresses/0a3f50c4-e3ac-32b8-e044-0003ba298018,Grund: 864 m²,
"Sandby 16,4520",3.295.000 kr.,Gislinge Skole,"2,19 km",6,3.7,Villa/Landejendom,Energimærke E,Meget høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 390 dage,150 m²,Ejerudg.: 2.289 kr/md,,6 værelser,Opført 1915,2 toiletter,,,4520,https://www.boligsiden.dk/addresses/0a3f50af-04ac-32b8-e044-0003ba298018,Grund: 15779 m²,
"Præstegårdsvej 25,4863",1.545.000 kr.,Eskilstrup Børne- og Skolefællesskab,"1,31 km",6.5,3.6,Villa,Energimærke D,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 28 dage,127 m²,Ejerudg.: 1.428 kr/md,,4 værelser,Opført 1972,1 toilet,,,4863,https://www.boligsiden.dk/addresses/0a3f50b0-e238-32b8-e044-0003ba298018,Grund: 960 m²,
"Vorbassevej 9,6682",2.100.000 kr.,Bække Skole,"11,67 km",6.7,3.7,Landejendom,Energimærke B,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 28 dage,192 m²,Ejerudg.: 1.654 kr/md,,7 værelser,Opført 1868,2 toiletter,,,6682,https://www.boligsiden.dk/addresses/0a3f50b9-b8df-32b8-e044-0003ba298018,Grund: 14104 m²,
"Peder Lykkes Vej 48, 2. tv.,2300",3.800.000 kr.,Peder Lykke Skolen,448 m,6.5,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,76 m²,Ejerudg.: 4.742 kr/md,Elevator: Nej,3 værelser,Opført 1940,1 toilet,Altan: Nej,Terrasse: Nej,2300,https://www.boligsiden.dk/addresses/0a3f50a0-17e2-32b8-e044-0003ba298018,,
"Troldeskovvej 3,8920",6.500.000 kr.,Bjerregrav Skole,"5,93 km",6.3,3.7,Landejendom,Energimærke D,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 28 dage,214 m²,Ejerudg.: 1.275 kr/md,,7 værelser,Opført 1930,2 toiletter,,,8920,https://www.boligsiden.dk/addresses/0a3f50c0-cc69-32b8-e044-0003ba298018,Grund: 135491 m²,
"Viborgvej 9,9600",1.795.000 kr.,Suldrup Skole,"9,04 km",6.7,3.7,Villa/Landejendom,Energimærke D,Mellem,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 28 dage,180 m²,Ejerudg.: 1.712 kr/md,,6 værelser,Opført 1952,1 toilet,,,9600,https://www.boligsiden.dk/addresses/0a3f50c8-cbb0-32b8-e044-0003ba298018,Grund: 8385 m²,
"Erantisvænget 11,5330",2.795.000 kr.,Munkebo Skole - mellem nor og fjord,788 m,6.3,3.6,Villa,Energimærke C,Høj,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 28 dage,113 m²,Ejerudg.: 2.890 kr/md,,2 værelser,Opført 1990,2 toiletter,,,5330,https://www.boligsiden.dk/addresses/0a3f50b3-417c-32b8-e044-0003ba298018,Grund: 949 m²,
"Nørgaardsvej 22H, st. tv.,2800",3.390.000 kr.,Lindegårdsskolen,664 m,7.4,3.7,Ejerlejlighed,Energimærke D,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 29 dage,71 m²,Ejerudg.: 4.600 kr/md,Elevator: Nej,3 værelser,Opført 1938,1 toilet,Altan: Nej,Terrasse: Nej,2800,https://www.boligsiden.dk/addresses/0a3f50a6-5c12-32b8-e044-0003ba298018,,
"Kongelundsvej 36, 1. tv.,2300",2.295.000 kr.,Dyvekeskolen,"1,05 km",5.5,3.8,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 29 dage,55 m²,Ejerudg.: 3.455 kr/md,Elevator: Nej,2 værelser,Opført 1960,1 toilet,Altan: Ja,Terrasse: Nej,2300,https://www.boligsiden.dk/addresses/0a3f509f-3e2d-32b8-e044-0003ba298018,,
"Valmuehaven 55,2765",4.995.000 kr.,Boesagerskolen,621 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 29 dage,150 m²,Ejerudg.: 4.836 kr/md,,4 værelser,Opført 1973,2 toiletter,,,2765,https://www.boligsiden.dk/addresses/0a3f50a6-0a56-32b8-e044-0003ba298018,Grund: 762 m²,
"Strindbergsvej 37,2500",14.000.000 kr.,Sankt Annæ Gymnasiums Grundskole,291 m,8.4,3.8,Villa,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,139 m²,Ejerudg.: 7.048 kr/md,,6 værelser,Opført 1913,3 toiletter,,,2500,https://www.boligsiden.dk/addresses/0a3f50a0-eac4-32b8-e044-0003ba298018,Grund: 819 m²,
"Plovgårdsvej 20,5250",2.295.000 kr.,Skt Klemensskolen,"1,58 km",7.4,3.7,Villa,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 28 dage,116 m²,Ejerudg.: 1.761 kr/md,,4 værelser,Opført 1962,1 toilet,,,5250,https://www.boligsiden.dk/addresses/0a3f50b4-831a-32b8-e044-0003ba298018,Grund: 700 m²,
"Vedbæk Strandvej 510B,2950",14.500.000 kr.,Vedbæk Skole,"1,13 km",8,3.9,Villa,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 30 dage,329 m²,Ejerudg.: 13.371 kr/md,,8 værelser,Opført 1979,3 toiletter,,,2950,https://www.boligsiden.dk/addresses/0a3f50a6-fd65-32b8-e044-0003ba298018,Grund: 1112 m²,
"Nørreskovgårdsvej 3,6000",7.995.000 kr.,Bramdrup Skole,616 m,6.7,3.8,Villa,Energimærke F,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 29 dage,171 m²,Ejerudg.: 4.439 kr/md,,5 værelser,Opført 1910,1 toilet,,,6000,https://www.boligsiden.dk/addresses/0a3f50bc-2ab0-32b8-e044-0003ba298018,Grund: 6564 m²,
"Hjerting Strandvej 104,6710",4.498.000 kr.,Hjerting Skole,796 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 29 dage,206 m²,Ejerudg.: 2.839 kr/md,,7 værelser,Opført 1964,2 toiletter,,,6710,https://www.boligsiden.dk/addresses/0a3f50b8-f2e7-32b8-e044-0003ba298018,Grund: 712 m²,
