Ydertype;Speciale;Ydernr;titelpost;System;Praksisbetegnelse;Adresse;Postnr;Post_navn;Amt;navn;Lokationsnr;Telefonnr_1
5;80;3786;;EG WinPLC;Valby Lægehus;Valby Langgade 48,1;2500;Valby;84;Region Hovedstaden;5790000132751;36172200
5;80;3794;;EG WinPLC;Lægeklinikken Præstelængen;Præstelængen 5,st tv;2400;København NV;84;Region Hovedstaden;5790002007767;38106065
5;80;3808;;NOVAX;Ole Brock Madsen;Rønnebærvej 25,1. tv;2400;København NV;84;Region Hovedstaden;5790000139545;38101717
5;80;3816;;MultiMed Web;Lars Marker;Valdemarsgade 18,st th.;1665;København V;84;Region Hovedstaden;5790000141777;33221175
5;80;3824;;EG WinPLC;Jette Willendrup;Mimersgade 47,2;2200;København N;84;Region Hovedstaden;5790002010484;35858100
5;80;3832;;EG Clinea;Lægerne Langes Torv;Østergade 1 Y,1,-2;3600;Frederikssund;84;Region Hovedstaden;5790002008238;47312470
5;80;3840;;EG WinPLC;Birgitte Rahbek;Peter Bangs Vej 111,st tv;2000;Frederiksberg;84;Region Hovedstaden;5790002011016;32220102
5;80;3859;;EG WinPLC;Anja Østergaard;Lindevangs Alle 6,st;2000;Frederiksberg;84;Region Hovedstaden;5790002010958;38861696
5;80;3883;;MultiMed Web;Maja Kaltoft & Rasmus Jacobsen;Frode Jakobsens Pl 4,3;2720;Vanløse;84;Region Hovedstaden;5790002008559;38790101
5;80;3891;;MultiMed Web;Henrik Pals;Griffenfeldsgade 46,2 mf;2200;København N;84;Region Hovedstaden;5790002011115;88448880
5;80;3964;;EG Clinea;Molly Hall & Kasper Stengade;Diget 31,1;2600;Glostrup;84;Region Hovedstaden;5790002011511;43964042
5;80;3980;;EG WinPLC;Højte & Strand;Nørrebrogade 176,1;2200;København N;84;Region Hovedstaden;5790001352844;35830043
5;80;3999;;NOVAX;Hedeparkens Lægeklinik;Hedeparken 51,st tv;2750;Ballerup;84;Region Hovedstaden;5790002011603;44973977
5;80;4006;;CGM XMO;Familielægerne Helsingør;Birkedalsvej 35 S,1,-51;3000;Helsingør;84;Region Hovedstaden;5790001394165;49212089
5;80;4014;;NOVAX;Hansen, Møller, Pelvig og Hjortlund;Gammel Køge Landevej 57,1;2500;Valby;84;Region Hovedstaden;5790000141524;36174500
5;80;4022;;CGM XMO;Louise Kandrup;Bøgebakken 40;3000;Helsingør;84;Region Hovedstaden;5790002011757;32220105
5;80;4057;;NOVAX;Jesper C. Nielsen;Vesterbrogade 82,1. tv;1620;København V;84;Region Hovedstaden;5790000140183;33311391
5;80;4081;;EG Clinea;Lægerne ved Botanisk Have;Øster Farimagsgade 7,st;1353;København K;84;Region Hovedstaden;5790002011542;33139070
5;80;4308;;CGM XMO;Gilleleje Lægecenter;Peter Fjelstrups Vej 4,1;3250;Gilleleje;84;Region Hovedstaden;5790002013393;48301188
5;80;4316;;EG WinPLC;Toftegård Lægehus;Toftegårds Allé 30,2;2500;Valby;84;Region Hovedstaden;5790002013683;36174017
5;80;4332;;CGM XMO;Christina Kruse;Ordrupvej 80,1;2920;Charlottenlund;84;Region Hovedstaden;5790002013980;39633642
5;80;4359;;EG WinPLC;Nina Gregersen, Sundhedshuset;Skolegangen 1;2620;Albertslund;84;Region Hovedstaden;5790002014482;78785454
5;80;4367;;EG WinPLC;Læge Trine Daniel;Frederiksdalsvej 75 B;2830;Virum;84;Region Hovedstaden;5790000151332;45856670
5;80;4413;;CGM XMO;Lægeklinikken PLC;Peder Lykkes Vej 65,st;2300;København S;84;Region Hovedstaden;5790000135264;32585840
5;80;4448;;NOVAX;Lise Svendsen;Gl Lyngevej 101,st mf;3450;Allerød;84;Region Hovedstaden;5790002015731;25940100
5;80;4456;;CGM XMO;Lars Aagaard Olsen;Ourøgade 40,st th;2100;København Ø;84;Region Hovedstaden;5790000150205;39206151
5;80;4510;;EG WinPLC;Familielægerne på 3. sal;Vesterbrogade 35 A,3 sal;1620;København V;84;Region Hovedstaden;5790002015656;78773330
5;80;4529;;NOVAX;Lægerne Finne, Sindal & Aabenhus;Vesterbrogade 72,2;1620;København V;84;Region Hovedstaden;5790000132218;70305000
5;80;4537;;EG WinPLC;Lægehuset Amagerport;Under Elmene 11,st;2300;København S;84;Region Hovedstaden;5790002015243;32555270
5;80;4545;;CGM XMO;Forum Lægehus;Rosenørns Alle 34,1 th;1970;Frederiksberg C;84;Region Hovedstaden;5790002015632;35394004
5;80;4561;;EG WinPLC;Kastrup Lægeklinik;Skottegården 11,st tv;2770;Kastrup;84;Region Hovedstaden;5790002015663;32502760
5;80;4588;;EG WinPLC;Lægerne Kildebakkegårds Alle;Kildebakkegårds Alle 168,1;2860;Søborg;84;Region Hovedstaden;5790002021244;39676210
5;80;4618;;CGM XMO;Zhiying Zhang Rasmussen;Idrætsvej 101;2650;Hvidovre;84;Region Hovedstaden;5790002021862;36494818
5;80;4626;;NOVAX;Valby Lægeklinik;Lyshøjgårdsvej 99,1. th;2500;Valby;84;Region Hovedstaden;5790000152735;36307701
5;80;4669;;EG Clinea;Lægerne i Lipkesgade;Lipkesgade 28,1;2100;København Ø;84;Region Hovedstaden;5790002413797;35426622
5;80;4693;;EG WinPLC;Lægerne Hovedgaden 8;Hovedgaden 8,3b;3460;Birkerød;84;Region Hovedstaden;5790002024245;78773300
5;80;4715;;MyClinic;Lægerne ved Kongens Have;Gammel Mønt 12,4 tv;1117;København K;84;Region Hovedstaden;5790000154210;33132325
5;80;4731;;NOVAX;Tine Søndergaard;Nørrebrogade 116,1 th;2200;København N;84;Region Hovedstaden;5790002026829;35831216
5;80;4782;;NOVAX;Amena Wardak;Tårnvej 4,1;2610;Rødovre;84;Region Hovedstaden;5790002026973;36702233
5;80;4804;;EG WinPLC;frb-lægehus;Finsensvej 3;2000;Frederiksberg;84;Region Hovedstaden;5790002025372;38888005
5;80;4839;;EG WinPLC;Lægehuset Banestrøget v/Annette J.;Banestrøget 19,1. tv;2630;Taastrup;84;Region Hovedstaden;5790000138944;43520252
5;80;4855;;EG Clinea;Lene Finderup;Taastrup Hovedgade 107,1 tv;2630;Taastrup;84;Region Hovedstaden;5790002279126;43994399
5;80;4871;;EG WinPLC;Lægehuset Banestrøget v/ Allan B.;Banestrøget 19,1. tv;2630;Taastrup;84;Region Hovedstaden;5790000138944;43520252
5;80;4898;;EG Clinea;De to læger;Gammelmosevej 93,1;2800;Kongens Lyngby;84;Region Hovedstaden;5790002027536;45876540
5;80;4944;;NOVAX;Marianne Rossen;Lyngbyvej 1,1. tv;2100;København Ø;84;Region Hovedstaden;5790000160020;39180358
5;80;4979;;CGM XMO;Martin Ryt-Hansen;Østerbrogade 62,1.;2100;København Ø;84;Region Hovedstaden;5790002506857;35387828
5;80;4987;;CGM XMO;Christine Hiort-Lorenzen;Smallegade 2,4 tv;2000;Frederiksberg;84;Region Hovedstaden;5790002029127;33324535
5;80;4995;;EG WinPLC;Dorte W. Ramsing;Jernbane Allé 86,st;2720;Vanløse;84;Region Hovedstaden;5790000153473;38712040
5;80;5002;;CGM XMO;Klaus K. Ruhnau;Thingvalla Allé 8,st;2300;København S;84;Region Hovedstaden;5790000154098;32557220
5;80;5010;;CGM XMO;Lægeklinikken Christiansø;Christiansø 5,st;3760;Gudhjem;84;Region Hovedstaden;5790002030840;21720058
5;80;5053;;EG WinPLC;Kanalens Lægehus;Kanalens Kvt 66;2620;Albertslund;84;Region Hovedstaden;5790002268496;43641016
5;80;5088;;EG Clinea;Søborg Lægeklinik;Søborg Hovedgade 205,1 tv;2860;Søborg;84;Region Hovedstaden;5790002270086;39694122
5;80;5118;;EG WinPLC;Tønnes Puntervold;Kirkegårdsvej 25,1;2300;København S;84;Region Hovedstaden;5790002277894;32598299
5;80;5185;;CGM XMO;Lægehuset Wagnersvej;Wagnersvej 7 F,st th;2450;København SV;84;Region Hovedstaden;5790002272530;33150051
5;80;5258;;EG WinPLC;Lyngbyklinikken;Nørgaardsvej 10,1 sal;2800;Kongens Lyngby;84;Region Hovedstaden;5790002272301;45876006
5;80;5355;;CGM XMO;Hanne Korsholm;Søndre Jernbanevej 29;3400;Hillerød;84;Region Hovedstaden;5790002273124;48243380
5;80;5363;;NOVAX;Lægeklinik Borgervænget 18 B;Borgervænget 18 B;2791;Dragør;84;Region Hovedstaden;5790002272677;42535594
5;80;5398;;NOVAX;Gentofte Torvs Lægeklinik;Gentoftegade 49,2 th;2820;Gentofte;84;Region Hovedstaden;5790002273698;39654886
5;80;5428;;EG WinPLC;Trine Wrang Mortensen;Søborg Hovedgade 54,1;2860;Søborg;84;Region Hovedstaden;5790002273889;39678212
5;80;5479;;EG WinPLC;Louise Rostgaard Bystrup;Ilbjerg Alle 38 B;2860;Søborg;84;Region Hovedstaden;5790002273872;39560002
5;80;5495;;EG WinPLC;Anna Kristine Somogyi;Lergravsvej 11,1.;2300;København S;84;Region Hovedstaden;5790002412844;32595945
5;80;5533;;CGM XMO;Mette D. Stokholm;Sortedam Dossering 45 A,1.;2200;København N;84;Region Hovedstaden;5790000141340;35393606
5;80;5576;;NOVAX;Jonas Geneser;Jernbane Allé 54,2;2720;Vanløse;84;Region Hovedstaden;5790002273964;38744818
5;80;5614;;EG Clinea;Hanne Erritzøe;Slotsgade 38,1;3400;Hillerød;84;Region Hovedstaden;5790002274459;48260177
5;80;5630;;EG WinPLC;Lægerne i Randersgade;Randersgade 60,3;2100;København Ø;84;Region Hovedstaden;5790002272295;35383633
5;80;5649;;EG Clinea;Brønshøj Lægehus 204;Frederikssundsvej 204,2 th;2700;Brønshøj;84;Region Hovedstaden;5790002274985;38891430
8;80;5673;;;Albatros Vaccinationsklinik;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;;36989898
5;80;5681;;EG Clinea;Anne Mette Schelde;Slotsgade 38,1;3400;Hillerød;84;Region Hovedstaden;5790002275401;48261701
5;80;5711;;EG Clinea;Lægeklinikken Hostrups Have;Hostrups Have 40,2 mf;1954;Frederiksberg C;84;Region Hovedstaden;5790002276675;35370520
5;80;5762;;EG WinPLC;Morten Ebbesen & Henrik Bechsøfft;Frederiksborgvej 86,2;2400;København NV;84;Region Hovedstaden;5790000151615;35812152
5;80;5800;;CGM XMO;Pia Tønnesen;Rosenborggade 2,1 th;1130;København K;84;Region Hovedstaden;5790000137886;33116012
90;80;5886;;;"Dagbehandlingsskolen ""Fyrtårnet""";Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;;36322640
90;80;5894;;NOVAX;Sundhedsteamet;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002518430;26758911
90;80;5908;;NOVAX;Rusmiddelbehandling Nørre Voldgade;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002286490;33173316
90;80;5959;;NOVAX;Rusmiddelbehandling Spaniensgade;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002286490;33178600
90;80;6068;;NOVAX;Specialinstitutionen Forchammersvej;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002286490;35362285
90;80;6343;;NOVAX;Rusmiddelbehandling Hørsholmsgade;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002286490;33173920
90;80;6378;;NOVAX;Rusmiddelbehandling Ørnevej;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002286490;33178540
90;80;6386;;NOVAX;Rusmiddelbehandling Praghs Boulevard;Hemmelig 1;0;Hemmelig;84;Region Hovedstaden;5790002286490;33178470
5;80;6416;;EG WinPLC;Lægepraksis Amagerbrogade 150;Amagerbrogade 150,3.;2300;København S;84;Region Hovedstaden;5790000125678;32581175
5;80;6432;;EG WinPLC;Amagercentrets Læger;Reberbanegade 3,3.;2300;København S;84;Region Hovedstaden;5790000144518;70209340
5;80;6467;;EG WinPLC;Lægerne Værnedamsvej;Værnedamsvej 2,1 th;1619;København V;84;Region Hovedstaden;5790000148264;33210425
5;80;6475;;EG WinPLC;Trine Jantzen & Camilla Magnussen;Søndre Fasanvej 90,1.;2500;Valby;84;Region Hovedstaden;5790001372200;36460515
5;80;6572;;EG WinPLC;Lægerne Gammel Mønt;Gammel Mønt 12,2.;1117;København K;84;Region Hovedstaden;5790000126293;33327072
5;80;6602;;CGM XMO;Lægerne Amagerbrogade 148;Amagerbrogade 148,1.;2300;København S;84;Region Hovedstaden;5790000144334;32841340
5;80;6610;;EG WinPLC;Lægerne Lund og Madsen;Toftegårds Allé 30,3.;2500;Valby;84;Region Hovedstaden;5790000129171;36302838
5;80;6661;;EG WinPLC;Lægerne Meincke og Løcke;Jernbane Allé 54,1.;2720;Vanløse;84;Region Hovedstaden;5790000146529;38710932
5;80;6726;;EG WinPLC;Lægehuset Nørre Farimagsgade;Nørre Farimagsgade 33,st;1364;København K;84;Region Hovedstaden;5790000125111;33137086
5;80;6734;;CGM XMO;Lægehjørnet;Jagtvej 66,2;2200;København N;84;Region Hovedstaden;5790000129744;35853219
5;80;6750;;CGM XMO;Lægen ved Amagerbro;Amagerbrogade 52,1. th.;2300;København S;84;Region Hovedstaden;5790000125630;32950012
5;80;6769;;EG WinPLC;Lægerne Under Elmene;Under Elmene 7 A,st th;2300;København S;84;Region Hovedstaden;5790000147533;32959448
5;80;6777;;EG Clinea;Familielægen Nørrebro;Borups Allé 1,1. tv;2200;København N;84;Region Hovedstaden;5790001368326;38882440
5;80;6793;;EG WinPLC;Lægerne på Strandboulevarden;Strandboulevarden 33,1, th;2100;København Ø;84;Region Hovedstaden;5790000139958;35268915
5;80;6807;;EG Clinea;Hallund & Lavigne;Frederikssundsvej 306 B,1. th;2700;Brønshøj;84;Region Hovedstaden;5790000130238;38288619
5;80;6858;;CGM XMO;Lægerne i Gothersgade;Gothersgade 137,4 tv;1123;København K;84;Region Hovedstaden;5790002003059;33367090
5;80;6874;;CGM XMO;Lægerne Vesterbrogade 73 B;Vesterbrogade 73 B,1.;1620;København V;84;Region Hovedstaden;5790000129102;33311617
5;80;6963;;CGM XMO;Lægerne Østerbrogade 48;Østerbrogade 48,1.;2100;København Ø;84;Region Hovedstaden;5790000131488;35433033
5;80;7005;;EG WinPLC;Ditte Hvidt-Nielsen & Claes Carson;Østerbrogade 140,2 th;2100;København Ø;84;Region Hovedstaden;5790000125562;35382023
5;80;7064;;EG Clinea;David Peter Topp;Falkoner Alle 53,2.;2000;Frederiksberg;84;Region Hovedstaden;5790000138654;38861600
5;80;7110;;CGM XMO;Lægerne Nordens Plads;Nordens Plads 18,st;2000;Frederiksberg;84;Region Hovedstaden;5790000136452;36463747
5;80;7145;;EG WinPLC;Dein & Hentze;Falkoner Alle 63,1.;2000;Frederiksberg;84;Region Hovedstaden;5790000135714;38198210
5;80;7188;;EG WinPLC;Eva Bohnstedt Christensen;Mimersgade 47,2;2200;København N;84;Region Hovedstaden;5790002275395;38103819
5;80;7226;;CGM XMO;Anita Mink & Thomas Ullstad;Skadestuevej 4,3 sal;2000;Frederiksberg;84;Region Hovedstaden;5790000142361;38873022
5;80;7277;;CGM XMO;Lægeklinikken på Værnedamsvej 1;Værnedamsvej 1;1819;Frederiksberg C;84;Region Hovedstaden;5790000153831;33247800
5;80;7315;;EG Clinea;Anders Barkholt & Morten Bech;Stægers Alle 3,st th;2000;Frederiksberg;84;Region Hovedstaden;5790000154036;33246005
5;80;7323;;EG WinPLC;Familielægen Rebæk Søpark;Rebæk Søpark 3,1,-126;2650;Hvidovre;84;Region Hovedstaden;5790002277405;36759135
5;80;7331;;EG Clinea;Anne Klint;Smallegade 46 A;2000;Frederiksberg;84;Region Hovedstaden;5790000143146;38860200
5;80;7358;;EG WinPLC;Camilla Bentsen;Tranevej 25,st;2400;København NV;84;Region Hovedstaden;5790002277795;88441010
5;80;7366;;CGM XMO;Skibby Lægehus;Røgerupvej 4;4050;Skibby;84;Region Hovedstaden;5790000139118;47590707
5;80;7447;;EG WinPLC;Lægerne Truelsen & Lykkegaard;Østerbrogade 142,1 th;2100;København Ø;84;Region Hovedstaden;5790002278839;35266101
5;80;7501;;EG Clinea;Xuan Nhat Ngo & Thomas Christiansen;Schønbergsgade 2,1 th;1906;Frederiksberg C;84;Region Hovedstaden;5790000137015;33245363
5;80;7536;;CGM XMO;3falkelægerne;Falkoner Alle 63,2;2000;Frederiksberg;84;Region Hovedstaden;5790000139200;33216800
5;80;7560;;EG WinPLC;Lægehuset Amsterdamvej 2-4;Amsterdamvej 2;2300;København S;84;Region Hovedstaden;5790002279133;32585020
5;80;7641;;EG Clinea;Ken Nielsen;Rolighedsvej 7;1958;Frederiksberg C;84;Region Hovedstaden;5790000135165;35370065
5;80;7668;;EG Clinea;Lægerne Allegade 24 B,1.;Allegade 24 B,1.;2000;Frederiksberg;84;Region Hovedstaden;5790000139279;33241144
5;80;7676;;EG WinPLC;Familielægerne Frederiksberg;Lindevangs Alle 3,st;2000;Frederiksberg;84;Region Hovedstaden;5790002406676;38881187
5;80;7722;;EG WinPLC;Christian Ivar Müller;Henrik Steffens Vej 1 B,st;1866;Frederiksberg C;84;Region Hovedstaden;5790000141180;33310832
5;80;7765;;CGM XMO;April Moe;Christiansvej 4,st th;2920;Charlottenlund;84;Region Hovedstaden;5790002281051;39635869
5;80;7803;;NOVAX;Anne Kjerulff og Kristian Kjerulff;Jydeholmen 15,st;2720;Vanløse;84;Region Hovedstaden;5790002281686;38710007
5;80;7811;;EG WinPLC;Ludmila Gordienko;Roholmsvej 14 A,2. th.;2620;Albertslund;84;Region Hovedstaden;5790002283185;43645424
5;80;7838;;CGM XMO;Lægehuset Vibe-Hastrup;Hovvej 44;3060;Espergærde;84;Region Hovedstaden;5790002283260;49134060
5;80;7846;;EG WinPLC;Lægerne i Porthuset;Ørestads Boulevard 61 F,2 th;2300;København S;84;Region Hovedstaden;5790002283215;32598300
5;80;7854;;CGM XMO;Furesø Lægehus;Rådhustorvet 1,1;3520;Farum;84;Region Hovedstaden;5790002281716;44950002
5;80;7862;;CGM XMO;Karen Holbøll;Søndre Jernbanevej 29;3400;Hillerød;84;Region Hovedstaden;5790002282683;48244125
5;80;7870;;EG WinPLC;Rialtoklinikken;Falkoner Alle 3,2.;2000;Frederiksberg;84;Region Hovedstaden;5790002028656;35359191
5;80;7889;;CGM XMO;Eva Renard Bjerg;Jernbanepladsen 10,2;2800;Kongens Lyngby;84;Region Hovedstaden;5790002284649;45877376
5;80;7919;;EG WinPLC;Hoffmeyer & Linde;Rødovre Centrum 1 K,1,-296;2610;Rødovre;84;Region Hovedstaden;5790002286520;78787002
5;80;7927;;EG WinPLC;Dina Lie Nielsen;Rathsacksvej 1,4 th;1862;Frederiksberg C;84;Region Hovedstaden;5790002286575;33231919
5;80;7935;;CGM XMO;Marie Villum Marker;Østerbrogade 62,1;2100;København Ø;84;Region Hovedstaden;5790002506901;35387828
5;80;7943;;EG WinPLC;Nadia Schmidt;Bymidten 102 A;3500;Værløse;84;Region Hovedstaden;5790002287459;44482888
5;80;7951;;MyClinic;Lægerne Kongevejen;Kongevejen 325,1. tv.;2840;Holte;84;Region Hovedstaden;5790002287664;45420155
5;80;7978;;CGM XMO;Sarah Caspersen;Ellegårdsvej 87,st;2820;Gentofte;84;Region Hovedstaden;5790002287503;39667506
5;80;8001;;CGM XMO;Anders Dupont;Hold-An Vej 5,1;2750;Ballerup;84;Region Hovedstaden;5790002396519;44974560
5;80;8028;;EG Clinea;Skyttebo Lægeklinik;Hovedgaden 429,1.;2640;Hedehusene;84;Region Hovedstaden;5790002396540;46561620
5;80;8036;;CGM XMO;Familielægerne i Rødovre;Rødovre Centrum 1 K,1,-280;2610;Rødovre;84;Region Hovedstaden;5790002396359;36700479
5;80;8044;;CGM XMO;Fidelis Asonze;Amagerbrogade 17,2.;2300;København S;84;Region Hovedstaden;5790002410581;32952211
5;80;8060;;CGM XMO;Centerklinikken Espergærde;Vester Torv 2;3060;Espergærde;84;Region Hovedstaden;5790000132904;49131672
5;80;8079;;CGM XMO;Familielægerne Espergærde;Hejreskovvej 6;3490;Kvistgård;84;Region Hovedstaden;5790000146468;48480260
5;80;8087;;CGM XMO;Sydhavnens Lægehus;Sluseholmen 17,1.;2450;København SV;84;Region Hovedstaden;5790000138715;36451600
5;80;8095;;CGM XMO;Nina Rummel;Birkedalsvej 35 V,1 sal;3000;Helsingør;84;Region Hovedstaden;5790002397974;49212288
5;80;8109;;EG Clinea;Familielægerne i WTC;Borupvang 3 C,1;2750;Ballerup;84;Region Hovedstaden;5790002398506;44911055
5;80;8117;;EG WinPLC;Brønshøj Lægeklinik;Parkstykket 5,st;2700;Brønshøj;84;Region Hovedstaden;5790002398452;38606969
5;80;8125;;EG WinPLC;Askholt og Fossing;Strøbyvej 12;2650;Hvidovre;84;Region Hovedstaden;5790002398742;36783940
5;80;8133;;EG Clinea;Lægerne Sindhøj & Moltke;Rødovre Centrum 1 K,1,-272;2610;Rødovre;84;Region Hovedstaden;5790002398650;36300030
5;80;8168;;NOVAX;Amneh Hawwa;Vestfløjen 13;2700;Brønshøj;84;Region Hovedstaden;5790002398919;69150370
5;80;8176;;NOVAX;Lægeklinik v/Josephine Harding;Strandvejen 136 A,st tv;2900;Hellerup;84;Region Hovedstaden;5790002270192;69150432
5;80;8192;;CGM XMO;Sprange & Falch;Vadstrupvej 35 D,1 th;2880;Bagsværd;84;Region Hovedstaden;5790002399282;44440141
5;80;8214;;CGM XMO;Bülowsvej Lægeklinik;Bülowsvej 2,1 tv;1870;Frederiksberg C;84;Region Hovedstaden;5790002400322;33228071
5;80;8222;;NOVAX;Ruth Ertmann, Tingbjerg;Virkefeltet 17;2700;Brønshøj;84;Region Hovedstaden;5790002400674;69135690
5;80;8249;;NOVAX;Johan Poulsen;Præstegårds Allé 5;2700;Brønshøj;84;Region Hovedstaden;5790002414466;38332201
5;80;8257;;CGM XMO;Peter Elvang;Farum Hovedgade 80 A;3520;Farum;84;Region Hovedstaden;5790002410369;44955000
5;80;8265;;MyClinic;Lægerne Anbro og Soltau;Skolegangen 1,2;2620;Albertslund;84;Region Hovedstaden;5790002401411;43641530
5;80;8273;;NOVAX;Læge Rasmus Heilmann;Østerfælled Torv 5,st;2100;København Ø;84;Region Hovedstaden;5790002401435;39181806
5;80;8281;;EG WinPLC;Laura Wallevik;Rathsacksvej 1,4 th;1862;Frederiksberg C;84;Region Hovedstaden;5790002401572;35357767
5;80;8303;;EG WinPLC;Gazelle D. Maghsoudi;Østerbrogade 140,2. th.;2100;København Ø;84;Region Hovedstaden;5790002402357;35388055
5;80;8311;;EG Clinea;Lægerne på Jægersborgvej;Jægersborgvej 66 A,1;2800;Kongens Lyngby;84;Region Hovedstaden;5790002404702;45871548
5;80;8338;;NOVAX;Jakub Galazka;Tranumparken 3,a;2660;Brøndby Strand;84;Region Hovedstaden;5790002404856;27116142
5;80;8346;;NOVAX;Morten Christiansen;Højsager Plads 1,1. th.;2500;Valby;84;Region Hovedstaden;5790002405075;36162786
5;80;8362;;EG WinPLC;Elmegades Lægeklinik;Elmegade 15,1 tv;2200;København N;84;Region Hovedstaden;5790002406034;35375522
5;80;8370;;CGM XMO;Lægehuset Herlev;Hørkær 16,st;2730;Herlev;84;Region Hovedstaden;5790002406096;44941999
5;80;8400;;EG Clinea;Familielægerne Ishøj;Ishøj Store Torv 20,5;2635;Ishøj;84;Region Hovedstaden;5790002406850;32222522
5;80;8419;;EG WinPLC;Ordrup Lægehus;Ordrupvej 101,2;2920;Charlottenlund;84;Region Hovedstaden;5790002406836;35834344
5;80;8427;;EG WinPLC;Lægerne på tredje;Valdemarsgade 8,3;1665;København V;84;Region Hovedstaden;5790002407659;36456500
5;80;8435;;CGM XMO;Lægerne i Frederiksgade;Frederiksgade 7,st;3400;Hillerød;84;Region Hovedstaden;5790002408441;48268051
5;80;8451;;CGM XMO;2100 Lægehuset Østerbro;Bryggervangen 5,2 mf;2100;København Ø;84;Region Hovedstaden;5790002408496;39293211
5;80;8478;;CGM XMO;Lægerne på Amagertorv;Amagertorv 29 A,4;1160;København K;84;Region Hovedstaden;5790002408434;73709040
5;80;8486;;EG Clinea;Humlebæk Lægehus Skovgården;Boserupvej 601,2 sal;3050;Humlebæk;84;Region Hovedstaden;5790002409059;49190630
5;80;8494;;EG Clinea;Skovshoved Lægeklinik;Strandvejen 339;2930;Klampenborg;84;Region Hovedstaden;5790002409400;39640743
5;80;8508;;CGM XMO;Nicolai Utzon-Frank;Ellegårdsvej 87,st;2820;Gentofte;84;Region Hovedstaden;5790002409646;39670077
5;80;8516;;NOVAX;Lægehuset Amager;Italiensvej 1,2,-op5;2300;København S;84;Region Hovedstaden;5790002409417;32511433
5;80;8524;;EG Clinea;Bryggens Lægehus;Thorshavnsgade 26,1;2300;København S;84;Region Hovedstaden;5790002410178;32546650
5;80;8532;;EG WinPLC;Petrine Langebæk-Nissen;Falkoner Alle 15,st tv;2000;Frederiksberg;84;Region Hovedstaden;5790002410710;38106878
5;80;8540;;EG Clinea;Lægecenter Værløse;Hareskovhvilevej 1;3500;Værløse;84;Region Hovedstaden;5790002410376;32222121
5;80;8559;;EG WinPLC;Lægerne Bag Søndermarken;Valby Langgade 6,st;2500;Valby;84;Region Hovedstaden;5790002411465;36307800
